Entity,Code,Date,Stay at home requirements (OxBSG)
Central African Republic,CAF,"Feb 26, 2020",0
Central African Republic,CAF,"Feb 27, 2020",0
Central African Republic,CAF,"Feb 28, 2020",0
Central African Republic,CAF,"Feb 29, 2020",0
Central African Republic,CAF,"Mar 1, 2020",0
Central African Republic,CAF,"Mar 2, 2020",0
Central African Republic,CAF,"Mar 3, 2020",0
Central African Republic,CAF,"Mar 4, 2020",0
Central African Republic,CAF,"Mar 5, 2020",0
Central African Republic,CAF,"Mar 6, 2020",0
Central African Republic,CAF,"Mar 7, 2020",0
Central African Republic,CAF,"Mar 8, 2020",0
Central African Republic,CAF,"Mar 9, 2020",0
Central African Republic,CAF,"Mar 10, 2020",0
Central African Republic,CAF,"Mar 11, 2020",0
Central African Republic,CAF,"Mar 12, 2020",0
Central African Republic,CAF,"Mar 13, 2020",0
Central African Republic,CAF,"Mar 14, 2020",0
Central African Republic,CAF,"Mar 15, 2020",0
Central African Republic,CAF,"Mar 16, 2020",0
Central African Republic,CAF,"Mar 17, 2020",0
Central African Republic,CAF,"Mar 18, 2020",0
Central African Republic,CAF,"Mar 19, 2020",0
Central African Republic,CAF,"Mar 20, 2020",0
Central African Republic,CAF,"Mar 21, 2020",0
Central African Republic,CAF,"Mar 22, 2020",0
Central African Republic,CAF,"Mar 23, 2020",0
Central African Republic,CAF,"Mar 24, 2020",0
Central African Republic,CAF,"Mar 25, 2020",0
Central African Republic,CAF,"Mar 26, 2020",0
Central African Republic,CAF,"Mar 27, 2020",0
Central African Republic,CAF,"Mar 28, 2020",0
Central African Republic,CAF,"Mar 29, 2020",0
Central African Republic,CAF,"Mar 30, 2020",0
Central African Republic,CAF,"Mar 31, 2020",0
Central African Republic,CAF,"Apr 1, 2020",0
Central African Republic,CAF,"Apr 2, 2020",0
Central African Republic,CAF,"Apr 3, 2020",0
Central African Republic,CAF,"Apr 4, 2020",0
Central African Republic,CAF,"Apr 5, 2020",0
Central African Republic,CAF,"Apr 6, 2020",0
Central African Republic,CAF,"Apr 7, 2020",0
Central African Republic,CAF,"Apr 8, 2020",0
Central African Republic,CAF,"Apr 9, 2020",0
Central African Republic,CAF,"Apr 10, 2020",0
Central African Republic,CAF,"Apr 11, 2020",0
Central African Republic,CAF,"Apr 12, 2020",0
Central African Republic,CAF,"Apr 13, 2020",0
Central African Republic,CAF,"Apr 14, 2020",0
Central African Republic,CAF,"Apr 15, 2020",0
Central African Republic,CAF,"Apr 16, 2020",0
Central African Republic,CAF,"Apr 17, 2020",0
Central African Republic,CAF,"Apr 18, 2020",0
Central African Republic,CAF,"Apr 19, 2020",0
Central African Republic,CAF,"Apr 20, 2020",0
Central African Republic,CAF,"Apr 21, 2020",0
Central African Republic,CAF,"Apr 22, 2020",0
Central African Republic,CAF,"Apr 23, 2020",0
Central African Republic,CAF,"Apr 24, 2020",0
Central African Republic,CAF,"Apr 25, 2020",0
Central African Republic,CAF,"Apr 26, 2020",0
Central African Republic,CAF,"Apr 27, 2020",0
Central African Republic,CAF,"Apr 28, 2020",0
Central African Republic,CAF,"Apr 29, 2020",0
Central African Republic,CAF,"Apr 30, 2020",0
Central African Republic,CAF,"May 1, 2020",0
Central African Republic,CAF,"May 2, 2020",0
Central African Republic,CAF,"May 3, 2020",0
Central African Republic,CAF,"May 4, 2020",0
Central African Republic,CAF,"May 5, 2020",0
Central African Republic,CAF,"May 6, 2020",0
Central African Republic,CAF,"May 7, 2020",0
Central African Republic,CAF,"May 8, 2020",0
Central African Republic,CAF,"May 9, 2020",0
Central African Republic,CAF,"May 10, 2020",0
Central African Republic,CAF,"May 11, 2020",0
Central African Republic,CAF,"May 12, 2020",0
Central African Republic,CAF,"May 13, 2020",0
Central African Republic,CAF,"May 14, 2020",0
Chad,TCD,"Jan 1, 2020",0
Chad,TCD,"Jan 2, 2020",0
Chad,TCD,"Jan 3, 2020",0
Chad,TCD,"Jan 4, 2020",0
Chad,TCD,"Jan 5, 2020",0
Chad,TCD,"Jan 6, 2020",0
Chad,TCD,"Jan 7, 2020",0
Chad,TCD,"Jan 8, 2020",0
Chad,TCD,"Jan 9, 2020",0
Chad,TCD,"Jan 10, 2020",0
Chad,TCD,"Jan 11, 2020",0
Chad,TCD,"Jan 12, 2020",0
Chad,TCD,"Jan 13, 2020",0
Chad,TCD,"Jan 14, 2020",0
Chad,TCD,"Jan 15, 2020",0
Chad,TCD,"Jan 16, 2020",0
Chad,TCD,"Jan 17, 2020",0
Chad,TCD,"Jan 18, 2020",0
Chad,TCD,"Jan 19, 2020",0
Chad,TCD,"Jan 20, 2020",0
Chad,TCD,"Jan 21, 2020",0
Chad,TCD,"Jan 22, 2020",0
Chad,TCD,"Jan 23, 2020",0
Chad,TCD,"Jan 24, 2020",0
Chad,TCD,"Jan 25, 2020",0
Chad,TCD,"Jan 26, 2020",0
Chad,TCD,"Jan 27, 2020",0
Chad,TCD,"Jan 28, 2020",0
Chad,TCD,"Jan 29, 2020",0
Chad,TCD,"Jan 30, 2020",0
Chad,TCD,"Jan 31, 2020",0
Chad,TCD,"Feb 1, 2020",0
Chad,TCD,"Feb 2, 2020",0
Chad,TCD,"Feb 3, 2020",0
Chad,TCD,"Feb 4, 2020",0
Chad,TCD,"Feb 5, 2020",0
Chad,TCD,"Feb 6, 2020",0
Chad,TCD,"Feb 7, 2020",0
Chad,TCD,"Feb 8, 2020",0
Chad,TCD,"Feb 9, 2020",0
Chad,TCD,"Feb 10, 2020",0
Chad,TCD,"Feb 11, 2020",0
Chad,TCD,"Feb 12, 2020",0
Chad,TCD,"Feb 13, 2020",0
Chad,TCD,"Feb 14, 2020",0
Chad,TCD,"Feb 15, 2020",0
Chad,TCD,"Feb 16, 2020",0
Chad,TCD,"Feb 17, 2020",0
Chad,TCD,"Feb 18, 2020",0
Chad,TCD,"Feb 19, 2020",0
Chad,TCD,"Feb 20, 2020",0
Chad,TCD,"Feb 21, 2020",0
Chad,TCD,"Feb 22, 2020",0
Chad,TCD,"Feb 23, 2020",0
Chad,TCD,"Feb 24, 2020",0
Chad,TCD,"Feb 25, 2020",0
Chad,TCD,"Feb 26, 2020",0
Chad,TCD,"Feb 27, 2020",0
Chad,TCD,"Feb 28, 2020",0
Chad,TCD,"Feb 29, 2020",0
Chad,TCD,"Mar 1, 2020",0
Chad,TCD,"Mar 2, 2020",0
Chad,TCD,"Mar 3, 2020",0
Chad,TCD,"Mar 4, 2020",0
Chad,TCD,"Mar 5, 2020",0
Chad,TCD,"Mar 6, 2020",0
Chad,TCD,"Mar 7, 2020",0
Chad,TCD,"Mar 8, 2020",0
Chad,TCD,"Mar 9, 2020",0
Chad,TCD,"Mar 10, 2020",0
Chad,TCD,"Mar 11, 2020",0
Chad,TCD,"Mar 12, 2020",0
Chad,TCD,"Mar 13, 2020",0
Chad,TCD,"Mar 14, 2020",0
Chad,TCD,"Mar 15, 2020",0
Chad,TCD,"Mar 16, 2020",0
Chad,TCD,"Mar 17, 2020",0
Chad,TCD,"Mar 18, 2020",0
Chad,TCD,"Mar 19, 2020",0
Chad,TCD,"Mar 20, 2020",0
Chad,TCD,"Mar 21, 2020",0
Chad,TCD,"Mar 22, 2020",0
Chad,TCD,"Mar 23, 2020",0
Chad,TCD,"Mar 24, 2020",0
Chad,TCD,"Mar 25, 2020",0
Chad,TCD,"Mar 26, 2020",0
Chad,TCD,"Mar 27, 2020",0
Chad,TCD,"Mar 28, 2020",0
Chad,TCD,"Mar 29, 2020",0
Chad,TCD,"Mar 30, 2020",0
Chad,TCD,"Mar 31, 2020",0
Chad,TCD,"Apr 1, 2020",0
Chad,TCD,"Apr 2, 2020",2
Chad,TCD,"Apr 3, 2020",2
Chad,TCD,"Apr 4, 2020",2
Chad,TCD,"Apr 5, 2020",2
Chad,TCD,"Apr 6, 2020",2
Chad,TCD,"Apr 7, 2020",2
Chad,TCD,"Apr 8, 2020",2
Chad,TCD,"Apr 9, 2020",2
Chad,TCD,"Apr 10, 2020",2
Chad,TCD,"Apr 11, 2020",2
Chad,TCD,"Apr 12, 2020",2
Chad,TCD,"Apr 13, 2020",2
Chad,TCD,"Apr 14, 2020",2
Chad,TCD,"Apr 15, 2020",2
Chad,TCD,"Apr 16, 2020",2
Chad,TCD,"Apr 17, 2020",2
Chad,TCD,"Apr 18, 2020",2
Chad,TCD,"Apr 19, 2020",2
Chad,TCD,"Apr 20, 2020",2
Chad,TCD,"Apr 21, 2020",2
Chad,TCD,"Apr 22, 2020",2
Chad,TCD,"Apr 23, 2020",2
Chad,TCD,"Apr 24, 2020",2
Chad,TCD,"Apr 25, 2020",2
Chad,TCD,"Apr 26, 2020",2
Chad,TCD,"Apr 27, 2020",2
Chad,TCD,"Apr 28, 2020",2
Chad,TCD,"Apr 29, 2020",2
Chad,TCD,"Apr 30, 2020",2
Chad,TCD,"May 1, 2020",2
Chad,TCD,"May 2, 2020",2
Chad,TCD,"May 3, 2020",2
Chad,TCD,"May 4, 2020",2
Chad,TCD,"May 5, 2020",2
Chad,TCD,"May 6, 2020",2
Chad,TCD,"May 7, 2020",2
Chad,TCD,"May 8, 2020",2
Chad,TCD,"May 9, 2020",2
Chad,TCD,"May 10, 2020",2
Chad,TCD,"May 11, 2020",2
Chad,TCD,"May 12, 2020",1
Chad,TCD,"May 13, 2020",1
Chad,TCD,"May 14, 2020",1
Chad,TCD,"May 15, 2020",1
Chad,TCD,"May 16, 2020",1
Chad,TCD,"May 17, 2020",1
Chad,TCD,"May 18, 2020",1
Chad,TCD,"May 19, 2020",1
Chile,CHL,"Jan 1, 2020",0
Chile,CHL,"Jan 2, 2020",0
Chile,CHL,"Jan 3, 2020",0
Chile,CHL,"Jan 4, 2020",0
Chile,CHL,"Jan 5, 2020",0
Chile,CHL,"Jan 6, 2020",0
Chile,CHL,"Jan 7, 2020",0
Chile,CHL,"Jan 8, 2020",0
Chile,CHL,"Jan 9, 2020",0
Chile,CHL,"Jan 10, 2020",0
Chile,CHL,"Jan 11, 2020",0
Chile,CHL,"Jan 12, 2020",0
Chile,CHL,"Jan 13, 2020",0
Chile,CHL,"Jan 14, 2020",0
Chile,CHL,"Jan 15, 2020",0
Chile,CHL,"Jan 16, 2020",0
Chile,CHL,"Jan 17, 2020",0
Chile,CHL,"Jan 18, 2020",0
Chile,CHL,"Jan 19, 2020",0
Chile,CHL,"Jan 20, 2020",0
Chile,CHL,"Jan 21, 2020",0
Chile,CHL,"Jan 22, 2020",0
Chile,CHL,"Jan 23, 2020",0
Chile,CHL,"Jan 24, 2020",0
Chile,CHL,"Jan 25, 2020",0
Chile,CHL,"Jan 26, 2020",0
Chile,CHL,"Jan 27, 2020",0
Chile,CHL,"Jan 28, 2020",0
Chile,CHL,"Jan 29, 2020",0
Chile,CHL,"Jan 30, 2020",0
Chile,CHL,"Jan 31, 2020",0
Chile,CHL,"Feb 1, 2020",0
Chile,CHL,"Feb 2, 2020",0
Chile,CHL,"Feb 3, 2020",0
Chile,CHL,"Feb 4, 2020",0
Chile,CHL,"Feb 5, 2020",0
Chile,CHL,"Feb 6, 2020",0
Chile,CHL,"Feb 7, 2020",0
Chile,CHL,"Feb 8, 2020",0
Chile,CHL,"Feb 9, 2020",0
Chile,CHL,"Feb 10, 2020",0
Chile,CHL,"Feb 11, 2020",0
Chile,CHL,"Feb 12, 2020",0
Chile,CHL,"Feb 13, 2020",0
Chile,CHL,"Feb 14, 2020",0
Chile,CHL,"Feb 15, 2020",0
Chile,CHL,"Feb 16, 2020",0
Chile,CHL,"Feb 17, 2020",0
Chile,CHL,"Feb 18, 2020",0
Chile,CHL,"Feb 19, 2020",0
Chile,CHL,"Feb 20, 2020",0
Chile,CHL,"Feb 21, 2020",0
Chile,CHL,"Feb 22, 2020",0
Chile,CHL,"Feb 23, 2020",0
Chile,CHL,"Feb 24, 2020",0
Chile,CHL,"Feb 25, 2020",0
Chile,CHL,"Feb 26, 2020",0
Chile,CHL,"Feb 27, 2020",0
Chile,CHL,"Feb 28, 2020",0
Chile,CHL,"Feb 29, 2020",0
Chile,CHL,"Mar 1, 2020",0
Chile,CHL,"Mar 2, 2020",0
Chile,CHL,"Mar 3, 2020",0
Chile,CHL,"Mar 4, 2020",0
Chile,CHL,"Mar 5, 2020",0
Chile,CHL,"Mar 6, 2020",0
Chile,CHL,"Mar 7, 2020",0
Chile,CHL,"Mar 8, 2020",0
Chile,CHL,"Mar 9, 2020",0
Chile,CHL,"Mar 10, 2020",0
Chile,CHL,"Mar 11, 2020",0
Chile,CHL,"Mar 12, 2020",0
Chile,CHL,"Mar 13, 2020",0
Chile,CHL,"Mar 14, 2020",0
Chile,CHL,"Mar 15, 2020",0
Chile,CHL,"Mar 16, 2020",0
Chile,CHL,"Mar 17, 2020",0
Chile,CHL,"Mar 18, 2020",0
Chile,CHL,"Mar 19, 2020",0
Chile,CHL,"Mar 20, 2020",0
Chile,CHL,"Mar 21, 2020",0
Chile,CHL,"Mar 22, 2020",0
Chile,CHL,"Mar 23, 2020",0
Chile,CHL,"Mar 24, 2020",0
Chile,CHL,"Mar 25, 2020",2
Chile,CHL,"Mar 26, 2020",2
Chile,CHL,"Mar 27, 2020",2
Chile,CHL,"Mar 28, 2020",2
Chile,CHL,"Mar 29, 2020",2
Chile,CHL,"Mar 30, 2020",2
Chile,CHL,"Mar 31, 2020",2
Chile,CHL,"Apr 1, 2020",2
Chile,CHL,"Apr 2, 2020",2
Chile,CHL,"Apr 3, 2020",2
Chile,CHL,"Apr 4, 2020",2
Chile,CHL,"Apr 5, 2020",2
Chile,CHL,"Apr 6, 2020",2
Chile,CHL,"Apr 7, 2020",2
Chile,CHL,"Apr 8, 2020",2
Chile,CHL,"Apr 9, 2020",2
Chile,CHL,"Apr 10, 2020",2
Chile,CHL,"Apr 11, 2020",2
Chile,CHL,"Apr 12, 2020",2
Chile,CHL,"Apr 13, 2020",2
Chile,CHL,"Apr 14, 2020",2
Chile,CHL,"Apr 15, 2020",2
Chile,CHL,"Apr 16, 2020",2
Chile,CHL,"Apr 17, 2020",2
Chile,CHL,"Apr 18, 2020",2
Chile,CHL,"Apr 19, 2020",2
Chile,CHL,"Apr 20, 2020",2
Chile,CHL,"Apr 21, 2020",2
Chile,CHL,"Apr 22, 2020",2
Chile,CHL,"Apr 23, 2020",2
Chile,CHL,"Apr 24, 2020",2
Chile,CHL,"Apr 25, 2020",2
Chile,CHL,"Apr 26, 2020",2
Chile,CHL,"Apr 27, 2020",2
Chile,CHL,"Apr 28, 2020",2
Chile,CHL,"Apr 29, 2020",2
Chile,CHL,"Apr 30, 2020",2
Chile,CHL,"May 1, 2020",2
Chile,CHL,"May 2, 2020",2
Chile,CHL,"May 3, 2020",2
Chile,CHL,"May 4, 2020",2
Chile,CHL,"May 5, 2020",2
Chile,CHL,"May 6, 2020",2
Chile,CHL,"May 7, 2020",2
Chile,CHL,"May 8, 2020",2
Chile,CHL,"May 9, 2020",2
Chile,CHL,"May 10, 2020",2
Chile,CHL,"May 11, 2020",2
Chile,CHL,"May 12, 2020",2
Chile,CHL,"May 13, 2020",2
Chile,CHL,"May 14, 2020",2
Chile,CHL,"May 15, 2020",2
Chile,CHL,"May 16, 2020",2
Chile,CHL,"May 17, 2020",2
China,CHN,"Jan 1, 2020",0
China,CHN,"Jan 2, 2020",0
China,CHN,"Jan 3, 2020",0
China,CHN,"Jan 4, 2020",0
China,CHN,"Jan 5, 2020",0
China,CHN,"Jan 6, 2020",0
China,CHN,"Jan 7, 2020",0
China,CHN,"Jan 8, 2020",0
China,CHN,"Jan 9, 2020",0
China,CHN,"Jan 10, 2020",0
China,CHN,"Jan 11, 2020",0
China,CHN,"Jan 12, 2020",0
China,CHN,"Jan 13, 2020",0
China,CHN,"Jan 14, 2020",0
China,CHN,"Jan 15, 2020",0
China,CHN,"Jan 16, 2020",0
China,CHN,"Jan 17, 2020",0
China,CHN,"Jan 18, 2020",0
China,CHN,"Jan 19, 2020",0
China,CHN,"Jan 20, 2020",0
China,CHN,"Jan 21, 2020",0
China,CHN,"Jan 22, 2020",0
China,CHN,"Jan 23, 2020",1
China,CHN,"Jan 24, 2020",1
China,CHN,"Jan 25, 2020",1
China,CHN,"Jan 26, 2020",1
China,CHN,"Jan 27, 2020",1
China,CHN,"Jan 28, 2020",1
China,CHN,"Jan 29, 2020",1
China,CHN,"Jan 30, 2020",1
China,CHN,"Jan 31, 2020",1
China,CHN,"Feb 1, 2020",3
China,CHN,"Feb 2, 2020",3
China,CHN,"Feb 3, 2020",3
China,CHN,"Feb 4, 2020",3
China,CHN,"Feb 5, 2020",3
China,CHN,"Feb 6, 2020",3
China,CHN,"Feb 7, 2020",3
China,CHN,"Feb 8, 2020",3
China,CHN,"Feb 9, 2020",3
China,CHN,"Feb 10, 2020",3
China,CHN,"Feb 11, 2020",3
China,CHN,"Feb 12, 2020",3
China,CHN,"Feb 13, 2020",3
China,CHN,"Feb 14, 2020",3
China,CHN,"Feb 15, 2020",3
China,CHN,"Feb 16, 2020",3
China,CHN,"Feb 17, 2020",3
China,CHN,"Feb 18, 2020",3
China,CHN,"Feb 19, 2020",3
China,CHN,"Feb 20, 2020",3
China,CHN,"Feb 21, 2020",3
China,CHN,"Feb 22, 2020",3
China,CHN,"Feb 23, 2020",3
China,CHN,"Feb 24, 2020",3
China,CHN,"Feb 25, 2020",3
China,CHN,"Feb 26, 2020",3
China,CHN,"Feb 27, 2020",3
China,CHN,"Feb 28, 2020",3
China,CHN,"Feb 29, 2020",3
China,CHN,"Mar 1, 2020",3
China,CHN,"Mar 2, 2020",3
China,CHN,"Mar 3, 2020",3
China,CHN,"Mar 4, 2020",3
China,CHN,"Mar 5, 2020",3
China,CHN,"Mar 6, 2020",3
China,CHN,"Mar 7, 2020",3
China,CHN,"Mar 8, 2020",3
China,CHN,"Mar 9, 2020",3
China,CHN,"Mar 10, 2020",3
China,CHN,"Mar 11, 2020",3
China,CHN,"Mar 12, 2020",3
China,CHN,"Mar 13, 2020",3
China,CHN,"Mar 14, 2020",3
China,CHN,"Mar 15, 2020",3
China,CHN,"Mar 16, 2020",3
China,CHN,"Mar 17, 2020",3
China,CHN,"Mar 18, 2020",3
China,CHN,"Mar 19, 2020",3
China,CHN,"Mar 20, 2020",3
China,CHN,"Mar 21, 2020",3
China,CHN,"Mar 22, 2020",3
China,CHN,"Mar 23, 2020",3
China,CHN,"Mar 24, 2020",3
China,CHN,"Mar 25, 2020",3
China,CHN,"Mar 26, 2020",3
China,CHN,"Mar 27, 2020",3
China,CHN,"Mar 28, 2020",3
China,CHN,"Mar 29, 2020",3
China,CHN,"Mar 30, 2020",3
China,CHN,"Mar 31, 2020",3
China,CHN,"Apr 1, 2020",3
China,CHN,"Apr 2, 2020",3
China,CHN,"Apr 3, 2020",3
China,CHN,"Apr 4, 2020",3
China,CHN,"Apr 5, 2020",3
China,CHN,"Apr 6, 2020",3
China,CHN,"Apr 7, 2020",3
China,CHN,"Apr 8, 2020",1
China,CHN,"Apr 9, 2020",1
China,CHN,"Apr 10, 2020",1
China,CHN,"Apr 11, 2020",1
China,CHN,"Apr 12, 2020",1
China,CHN,"Apr 13, 2020",1
China,CHN,"Apr 14, 2020",1
China,CHN,"Apr 15, 2020",1
China,CHN,"Apr 16, 2020",1
China,CHN,"Apr 17, 2020",1
China,CHN,"Apr 18, 2020",1
China,CHN,"Apr 19, 2020",1
China,CHN,"Apr 20, 2020",1
China,CHN,"Apr 21, 2020",1
China,CHN,"Apr 22, 2020",1
China,CHN,"Apr 23, 2020",1
China,CHN,"Apr 24, 2020",1
China,CHN,"Apr 25, 2020",1
China,CHN,"Apr 26, 2020",1
China,CHN,"Apr 27, 2020",1
China,CHN,"Apr 28, 2020",1
China,CHN,"Apr 29, 2020",1
China,CHN,"Apr 30, 2020",1
China,CHN,"May 1, 2020",1
China,CHN,"May 2, 2020",1
China,CHN,"May 3, 2020",1
China,CHN,"May 4, 2020",1
China,CHN,"May 5, 2020",1
China,CHN,"May 6, 2020",1
China,CHN,"May 7, 2020",1
China,CHN,"May 8, 2020",1
China,CHN,"May 9, 2020",1
China,CHN,"May 10, 2020",3
China,CHN,"May 11, 2020",3
Colombia,COL,"Jan 1, 2020",0
Colombia,COL,"Jan 2, 2020",0
Colombia,COL,"Jan 3, 2020",0
Colombia,COL,"Jan 4, 2020",0
Colombia,COL,"Jan 5, 2020",0
Colombia,COL,"Jan 6, 2020",0
Colombia,COL,"Jan 7, 2020",0
Colombia,COL,"Jan 8, 2020",0
Colombia,COL,"Jan 9, 2020",0
Colombia,COL,"Jan 10, 2020",0
Colombia,COL,"Jan 11, 2020",0
Colombia,COL,"Jan 12, 2020",0
Colombia,COL,"Jan 13, 2020",0
Colombia,COL,"Jan 14, 2020",0
Colombia,COL,"Jan 15, 2020",0
Colombia,COL,"Jan 16, 2020",0
Colombia,COL,"Jan 17, 2020",0
Colombia,COL,"Jan 18, 2020",0
Colombia,COL,"Jan 19, 2020",0
Colombia,COL,"Jan 20, 2020",0
Colombia,COL,"Jan 21, 2020",0
Colombia,COL,"Jan 22, 2020",0
Colombia,COL,"Jan 23, 2020",0
Colombia,COL,"Jan 24, 2020",0
Colombia,COL,"Jan 25, 2020",0
Colombia,COL,"Jan 26, 2020",0
Colombia,COL,"Jan 27, 2020",0
Colombia,COL,"Jan 28, 2020",0
Colombia,COL,"Jan 29, 2020",0
Colombia,COL,"Jan 30, 2020",0
Colombia,COL,"Jan 31, 2020",0
Colombia,COL,"Feb 1, 2020",0
Colombia,COL,"Feb 2, 2020",0
Colombia,COL,"Feb 3, 2020",0
Colombia,COL,"Feb 4, 2020",0
Colombia,COL,"Feb 5, 2020",0
Colombia,COL,"Feb 6, 2020",0
Colombia,COL,"Feb 7, 2020",0
Colombia,COL,"Feb 8, 2020",0
Colombia,COL,"Feb 9, 2020",0
Colombia,COL,"Feb 10, 2020",0
Colombia,COL,"Feb 11, 2020",0
Colombia,COL,"Feb 12, 2020",0
Colombia,COL,"Feb 13, 2020",0
Colombia,COL,"Feb 14, 2020",0
Colombia,COL,"Feb 15, 2020",0
Colombia,COL,"Feb 16, 2020",0
Colombia,COL,"Feb 17, 2020",0
Colombia,COL,"Feb 18, 2020",0
Colombia,COL,"Feb 19, 2020",0
Colombia,COL,"Feb 20, 2020",0
Colombia,COL,"Feb 21, 2020",0
Colombia,COL,"Feb 22, 2020",0
Colombia,COL,"Feb 23, 2020",0
Colombia,COL,"Feb 24, 2020",0
Colombia,COL,"Feb 25, 2020",0
Colombia,COL,"Feb 26, 2020",0
Colombia,COL,"Feb 27, 2020",0
Colombia,COL,"Feb 28, 2020",0
Colombia,COL,"Feb 29, 2020",0
Colombia,COL,"Mar 1, 2020",0
Colombia,COL,"Mar 2, 2020",0
Colombia,COL,"Mar 3, 2020",0
Colombia,COL,"Mar 4, 2020",0
Colombia,COL,"Mar 5, 2020",0
Colombia,COL,"Mar 6, 2020",0
Colombia,COL,"Mar 7, 2020",0
Colombia,COL,"Mar 8, 2020",0
Colombia,COL,"Mar 9, 2020",0
Colombia,COL,"Mar 10, 2020",0
Colombia,COL,"Mar 11, 2020",0
Colombia,COL,"Mar 12, 2020",0
Colombia,COL,"Mar 13, 2020",0
Colombia,COL,"Mar 14, 2020",0
Colombia,COL,"Mar 15, 2020",0
Colombia,COL,"Mar 16, 2020",0
Colombia,COL,"Mar 17, 2020",0
Colombia,COL,"Mar 18, 2020",0
Colombia,COL,"Mar 19, 2020",0
Colombia,COL,"Mar 20, 2020",0
Colombia,COL,"Mar 21, 2020",0
Colombia,COL,"Mar 22, 2020",0
Colombia,COL,"Mar 23, 2020",0
Colombia,COL,"Mar 24, 2020",0
Colombia,COL,"Mar 25, 2020",2
Colombia,COL,"Mar 26, 2020",2
Colombia,COL,"Mar 27, 2020",2
Colombia,COL,"Mar 28, 2020",2
Colombia,COL,"Mar 29, 2020",2
Colombia,COL,"Mar 30, 2020",2
Colombia,COL,"Mar 31, 2020",2
Colombia,COL,"Apr 1, 2020",2
Colombia,COL,"Apr 2, 2020",2
Colombia,COL,"Apr 3, 2020",2
Colombia,COL,"Apr 4, 2020",2
Colombia,COL,"Apr 5, 2020",2
Colombia,COL,"Apr 6, 2020",2
Colombia,COL,"Apr 7, 2020",2
Colombia,COL,"Apr 8, 2020",2
Colombia,COL,"Apr 9, 2020",2
Colombia,COL,"Apr 10, 2020",2
Colombia,COL,"Apr 11, 2020",2
Colombia,COL,"Apr 12, 2020",2
Colombia,COL,"Apr 13, 2020",2
Colombia,COL,"Apr 14, 2020",2
Colombia,COL,"Apr 15, 2020",2
Colombia,COL,"Apr 16, 2020",2
Colombia,COL,"Apr 17, 2020",2
Colombia,COL,"Apr 18, 2020",2
Colombia,COL,"Apr 19, 2020",2
Colombia,COL,"Apr 20, 2020",2
Colombia,COL,"Apr 21, 2020",2
Colombia,COL,"Apr 22, 2020",2
Colombia,COL,"Apr 23, 2020",2
Colombia,COL,"Apr 24, 2020",2
Colombia,COL,"Apr 25, 2020",2
Colombia,COL,"Apr 26, 2020",2
Colombia,COL,"Apr 27, 2020",2
Colombia,COL,"Apr 28, 2020",2
Colombia,COL,"Apr 29, 2020",2
Colombia,COL,"Apr 30, 2020",2
Colombia,COL,"May 1, 2020",2
Colombia,COL,"May 2, 2020",2
Colombia,COL,"May 3, 2020",2
Colombia,COL,"May 4, 2020",2
Colombia,COL,"May 5, 2020",2
Colombia,COL,"May 6, 2020",2
Colombia,COL,"May 7, 2020",2
Colombia,COL,"May 8, 2020",2
Colombia,COL,"May 9, 2020",2
Colombia,COL,"May 10, 2020",2
Colombia,COL,"May 11, 2020",2
Colombia,COL,"May 12, 2020",2
Colombia,COL,"May 13, 2020",2
Colombia,COL,"May 14, 2020",2
Colombia,COL,"May 15, 2020",2
Colombia,COL,"May 16, 2020",2
Colombia,COL,"May 17, 2020",2
Colombia,COL,"May 18, 2020",2
Colombia,COL,"May 19, 2020",2
Colombia,COL,"May 20, 2020",2
Colombia,COL,"May 21, 2020",2
Congo,COG,"Jan 1, 2020",0
Congo,COG,"Jan 2, 2020",0
Congo,COG,"Jan 3, 2020",0
Congo,COG,"Jan 4, 2020",0
Congo,COG,"Jan 5, 2020",0
Congo,COG,"Jan 6, 2020",0
Congo,COG,"Jan 7, 2020",0
Congo,COG,"Jan 8, 2020",0
Congo,COG,"Jan 9, 2020",0
Congo,COG,"Jan 10, 2020",0
Congo,COG,"Jan 11, 2020",0
Congo,COG,"Jan 12, 2020",0
Congo,COG,"Jan 13, 2020",0
Congo,COG,"Jan 14, 2020",0
Congo,COG,"Jan 15, 2020",0
Congo,COG,"Jan 16, 2020",0
Congo,COG,"Jan 17, 2020",0
Congo,COG,"Jan 18, 2020",0
Congo,COG,"Jan 19, 2020",0
Congo,COG,"Jan 20, 2020",0
Congo,COG,"Jan 21, 2020",0
Congo,COG,"Jan 22, 2020",0
Congo,COG,"Jan 23, 2020",0
Congo,COG,"Jan 24, 2020",0
Congo,COG,"Jan 25, 2020",0
Congo,COG,"Jan 26, 2020",0
Congo,COG,"Jan 27, 2020",0
Congo,COG,"Jan 28, 2020",0
Congo,COG,"Jan 29, 2020",0
Congo,COG,"Jan 30, 2020",0
Congo,COG,"Jan 31, 2020",0
Congo,COG,"Feb 1, 2020",0
Congo,COG,"Feb 2, 2020",0
Congo,COG,"Feb 3, 2020",0
Congo,COG,"Feb 4, 2020",0
Congo,COG,"Feb 5, 2020",0
Congo,COG,"Feb 6, 2020",0
Congo,COG,"Feb 7, 2020",0
Congo,COG,"Feb 8, 2020",0
Congo,COG,"Feb 9, 2020",0
Congo,COG,"Feb 10, 2020",0
Congo,COG,"Feb 11, 2020",0
Congo,COG,"Feb 12, 2020",0
Congo,COG,"Feb 13, 2020",0
Congo,COG,"Feb 14, 2020",0
